title,rating,runtime,imdb_rating,tmdb_rating,meta_score,genre_1,genre_2,genre_3,description,director,stars,votes,gross
Stealing Christmas,TV-PG,89,5.7,4.6,NA,Comedy,Crime,Drama,"A small-time crook intent on robbing a department store is mistaken as a Santa for-hire. At first, he decides to play along, but he gets caught up in the holiday spirit, and begins to have second thoughts about ""Stealing Christmas"".",Gregg Champion,"Tony Danza, Lea Thompson, Angela Goethals, Betty White,",979,NA
The Christmas Carol,NA,25,6,4.1,NA,Drama,Fantasy,NA,Dickens' classic tale of Ebenezer Scrooge and three Christmas Ghosts that change his perception of life. Narrated by Vincent Price.,Arthur Pierson,"Vincent Price, Taylor Holmes, Patrick Whyte, Robert Clarke,",421,NA
The Man Who Saved Christmas,TV-PG,100,6.5,8.6,NA,Biography,Drama,Family,A.C. Gilbert figures out a way to keep Christmas alive after the war threatens to take it away in his name.,Sturla Gunnarsson,"Jason Alexander, Kelly Rowan, Ari Cohen, C. David Johnson,",553,NA
Christmas Encore,TV-G,83,5.7,7.9,NA,Drama,Romance,NA,A struggling actress auditions for the lead role in a theater production of 'A Christmas Carol'.,Bradley Walsh,"Maggie Lawson, Brennan Elliott, Art Hindle, Tracey Hoyt,",1375,NA
Let's Meet Again on Christmas Eve,TV-PG,87,5.8,8.9,NA,Drama,Romance,NA,Two college sweethearts reconnect while coordinating a wedding just in time for the holidays.,Jeff Beesley,"Kyla Pratt, Brooks Darnell, Nancy Sorel, Paul Essiembre,",415,NA
Soul Santa,NA,NA,7.2,2.3,NA,Comedy,Romance,NA,A shopping mall Santa Claus is the disguise of a businessman that got into trouble with mob's money.,Terri J. Vaughn,"David Mann, Tamela J. Mann, Brooke Monroe Conaway, Christopher Gurr,",124,NA
Placido,NA,85,7.8,7.1,NA,Comedy,Drama,NA,"In a small Spanish town, a group of old ladies decides to celebrate Christmas Eve with a ""seat a poor man at your table"" dinner: each wealthy household of the town will have a homeless ...                See full summary »",Luis García Berlanga,"Cassen, José Luis López Vázquez, Elvira Quintillá, Manuel Alexandre,",3656,NA
3 Holiday Tails,TV-PG,88,5.6,8.7,NA,Comedy,Family,Romance,"Old flames reunite and sparks are reignited at Christmastime in Florida, but the man is already engaged to another woman so a recently retired couple try to intervene with the help of their dogs.",Joe Menendez,"Alley Mills, Julie Gonzalo, K.C. Clyde, Bruce Davison,",833,NA
A Sisterly Christmas,TV-PG,83,5.6,2.7,NA,Drama,Romance,NA,"Two sisters receive an early Christmas gift, an inheritance that takes them on a luxury holiday vacation. They run into their childhood rival, who digs in on these sisters, testing their resolve as women and their bonds of sisterhood.",Jerry LaMothe,"Deborah Joy Winans, Kendrick Cross, Lisa Michelle Cornelius, Kyana Teresa,",182,NA
Lady on a Train,Passed,94,6.7,1.8,48,Comedy,Crime,Film-Noir,"In New York, a woman who partially witnesses a killing from a train window seeks the aid of a crime novelist to solve the murder.",Charles David,"Deanna Durbin, Ralph Bellamy, David Bruce, George Coulouris,",2516,NA
The Great Holiday Bake War,TV-PG,84,6.1,7.2,NA,Comedy,Drama,Romance,"Julian and Brianna, old rivals from baking school meet again in a TV competition having separate plans on how to win they will learn that by working together they can create a new recipe for success and love.",Lisa France,"LeToya Luckett, Colton Royce, Julia Dyan, Finesse Mitchell,",118,NA
Forgotten Christmas,NA,70,5.9,5.8,NA,Drama,Family,Fantasy,"The story of a tiny village like any other, except that these villagers tend to be so forgetful, over and over. This year they are forgetting that it's time for Christmas.",Andrea Eckerbom,"Miriam Kolstad Strand, Trond Espen Seim, Anders Baasmo, Christian Skolmen,",433,NA
A Golden Christmas 3,NA,88,5.6,8,NA,Comedy,Family,Romance,"Heather is a charming, free spirit, and Bobby is a naval officer home from serving overseas. Thanks to a fun-filled theater production of ""A Christmas Carol,"" these two unlucky-in-love childhood friends may fall in love.",Michael Feifer,"Shantel VanSanten, Rob Mayes, Orson Bean, Nikki Deloach,",884,NA
A Belle for Christmas,PG,91,4.7,2.4,NA,Comedy,Drama,Family,"When a sweet young boy and his precocious sister discover their newly adopted puppy Belle has been nabbed by the beautiful gold digger, the kids recruit their neighborhood friends and set out on an adventurous rescue mission to save her.",Jason Dallas,"Dean Cain, Kristy Swanson, Jet Jurgensmeyer, Haylie Duff,",558,NA
The Night Before the Night Before Christmas,TV-PG,88,5.6,7.6,NA,Family,Fantasy,NA,"When Santa sets off on his Christmas duties a day early, crashes into the Fox family's house, ends up with amnesia, and loses his magic sack of presents, he needs help. But the Foxes are a ...                See full summary »",James Orr,"Jennifer Beals, Rick Roberts, R.D. Reid, Jordan Prentice,",726,NA
Cupid for Christmas,PG,87,5.6,2.9,NA,Comedy,Fantasy,Romance,"Hoping to land a promotion and become the new Cupid, his hapless apprentice, Ruby, is tasked with finding the perfect match for their most hopeless case yet.",Blayne Weaver,"Melanie Stone, Ryan Carnes, Natasha Behnam, Cocoa Brown,",238,NA
My Sweet Holiday,NA,84,5.4,2.6,NA,Drama,Romance,NA,"Sadie returns home for Christmas after her boyfriend cancels their Holiday plans, only to find out her parents have sold the family business. Begrudgingly Sadie agrees to teach the new ...                See full summary »",Sandra L. Martin,"Malone Thomas, Jason Burkey, Remi Hilson, George Cron,",611,NA
Always and Forever Christmas,TV-G,87,5.4,2.6,NA,Comedy,Drama,Family,A marketing executive makes a trip back home to sell the Christmas gift shop she inherited from her grandfather.,Siobhan Devine,"Lexi Lawson, Mark Ghanimé, Beth Broderick, Cardi Wong,",539,NA
A Sweet Christmas Romance,TV-G,87,6.2,7.7,NA,Comedy,Drama,Romance,"When a food stylist finds out the owner of her favorite bakery is retiring and sponsoring a baking contest to see who will be her successor, she enters but then is forced to join forces with a rival chef to try and win.",Michael Robison,"Adelaide Kane, Greyston Holt, Loretta Devine, Hamza Fouad,",805,NA
The Dog Who Saved Christmas Vacation,PG,89,3.7,6.6,NA,Comedy,Family,NA,"The Bannister family - including former K-9 police hero Zeus (voiced by Mario López) - is back, and this time they're spending their holidays at a beautiful Rocky Mountain resort.",Michael Feifer,"Mario Lopez, Dean Cain, Paris Hilton, Gary Valentine,",469,NA
Christmas at the Chateau,TV-PG,98,3.8,5.4,NA,Comedy,Drama,Romance,"How will 3 sisters save the Shakespeare Chateau, historic mansion and beloved family home, from a corrupt bank that threatens to foreclose on Christmas Day?",Jason Hudson,"Kinsey Leigh Redmond, Justen Jones, Jeffrey Staab, Sarah McGuire,",346,NA
Country Roads Christmas,NA,85,6.2,4.1,NA,Comedy,Drama,Romance,"When the daughter of a country singer loses her job at a record label, she goes off to become her estranged father's manager and finds love along the way.",Marco Deufemia,"Lanie McAuley, Bo Yokely, Bailey Chase, Roy Lewis,",58,NA
Christmas Is Here Again,G,74,5.1,8.2,NA,Animation,Adventure,Comedy,"When the evil Krad steals Santa's toy bag he crushes the holiday spirit- and the world's children forget about Christmas. Now, an orphan and her friends embark on a polar adventure to try to stop Krad from destroying Christmas.",Robert Zappia,"Darrell Van Citters, Jay Leno, Edward Asner, Kathy Bates, Madison Davenport,",373,NA
A Christmas Duet,NA,84,5.9,4.4,NA,Drama,Music,Romance,"During the chaos of planning a Christmas festival and vying for the Top Winter Lodge Award, an innkeeper rekindles her love of music as well as her love for her former music partner.",Catherine Cyran,"Chaley Rose, Rome Flynn, Chiara Zanni, Lane Edwards,",818,NA
The Truth About Christmas,TV-14,90,5.6,7.8,NA,Comedy,Drama,Romance,"Jillian, a spin doctor for her councilman boyfriend, George, is not above lying to a little girl to achieve her goals, especially as she's about to meet George's family, so Santa decides to teach her a lesson.",Jaime Eliezer Karas,"Kali Hawk, Damon Dayoub, Ali Ghandour, Michela Cannon,",655,NA
All I Want for Christmas,PG,86,5.8,4.8,NA,Family,NA,NA,"A young girl's Christmas wish for her divorced parents to get back together becomes a reality with a twist of holiday joy, comedy, and laughter.",Armani Martin,"Patricia Mizen, Sarah Mae Agnew, Queen Ajima, Cecil,",47,NA
The Dog Who Saved the Holidays,PG,83,4.5,4.3,NA,Comedy,Family,NA,"The Bannisters are back with a new family addition - a mischievous pup named Eve. Watch as everyone's favorite dog, Zeus, learns to love his new sister and take down some bumbling thieves.",Michael Feifer,"Joey Lawrence, Peyton List, Gary Valentine, Elisa Donovan,",312,NA
The Santa Incident,NA,88,4.8,5,NA,Comedy,Family,NA,"After his sleigh is shot down while flying through restricted military airspace, an earthbound Santa is sought for questioning by a pair of overzealous Homeland Security agents. The fate of...                See full summary »",Yelena Lanskaya,"Ali Lyons, Scott Graham, James Cosmo, Ione Skye,",426,NA
Christmas Holidate,NA,84,3,3.7,NA,Comedy,Drama,Romance,"When single businesswoman Holly Harper uses her company's unreleased dating app to ease family tension during the holidays, a glitch in the app causes more than one date to arrive.",Gregory Alan Williams,"Jasmine Burke, Gregory Alan Williams, DeAnna Yarbough, Natalie W. Baker,",19,NA
All I Didn't Want for Christmas,NA,89,6,7.2,NA,Comedy,Romance,NA,"Emily Harris is not doing great. In a desperate attempt to improve her life and make this Christmas not totally suck, Emily writes a letter to Santa. Fortunately, and unfortunately, her wine-soaked wishes start coming true.",Brittany Scott Smith,"Gabourey Sidibe, Loretta Devine, Kel Mitchell, Andrew Bushell,",222,NA
Holiday Heist,TV-PG,87,5.7,5.3,NA,Crime,Drama,Romance,A man released from prison is torn between a life of crime and a fresh start with a woman he meets while scoping out a potential heist,Roger M. Bobb,"Chaley Rose, Tobias Truvillion, Phillip Edward Van Lear, Lucien Cambric,",161,NA
Santa Swap: Merry Christmas Mr. Andersen,NA,70,6.3,3.1,NA,Adventure,Comedy,Family,Alf Prøysen's classic tale tells the story of the Christmas-loving carpenter struggling to make his three children believe in Santa Claus. He swaps places with him on Christmas Eve to create a Christmas like no other.,Terje Rangnes,"Trond Espen Seim, Anders Baasmo, Ingeborg Raustøl, Johanna Mørck,",834,NA
Entertaining Christmas,TV-G,85,6.1,8.4,NA,Comedy,Romance,NA,Candace has never lived up to her mom's standards. She's sent in her place to plan a Christmas party.,Robin Dunne,"Jodie Sweetin, Brendan Fehr, Jane Moffat, Ana Araujo,",1141,NA
The Christmas Edition,TV-PG,88,6.1,4.3,NA,Drama,Romance,NA,"At Christmastime, up-and-coming journalist Jackie's life is at crossroads until she finds an unexpected opportunity to run a newspaper in small-town Alaska. She decides to try it and ...                See full summary »",Peter Sullivan,"Carly Hughes, Rob Mayes, Marie Osmond, Aloma Wright,",698,NA
Magical Christmas Shoes,TV-G,87,6.3,5.6,NA,Comedy,Romance,NA,"A pair of magical shoes step into Noelle's holiday season, allowing her to rediscover her Christmas spirit and find love too.",Robin Dunne,"Erin Karpluk, Damon Runyan, Genelle Williams, Drew Nelson,",623,NA
Mariah Carey's Magical Christmas Special,TV-G,43,5.8,8.5,NA,Adventure,Family,Fantasy,"When the world is faced with a holiday cheer crisis, the North Pole knows only one person who can solve it: Santa's great friend, Mariah Carey.",Roman Coppola,"Hamish Hamilton, Mariah Carey, Monroe Cannon, Moroccan Cannon, Misty Copeland,",1476,NA
Holiday Hideaway,TV-14,96,8.3,6.2,NA,Family,Romance,NA,"Carly Stewart is the queen of holiday celebrations, but her mistletoe misstep sends her running to a Holiday Hideaway that teaches her the importance of family, forgiveness, and fighting for love.",Cole Patterson,"Lamese Williams, Vivica A. Fox, Camille Winbush, Ella Joyce, Reginald C. Hayes,",48,NA
Christmas in Wolf Creek,TV-G,86,4.7,2.2,NA,Comedy,Drama,Romance,"A woman and her boyfriend struggle to maintain their relationship, and when a reindeer threatens the annual Christmas play, the couple must work together to save Christmas for the town.",Marco Deufemia,"Tim Rozon, Nola Martin, Art Hindle, Madeline Leon,",60,NA
Christmas on Wheels,TV-PG,86,5.8,8.7,NA,Romance,NA,NA,"Upon learning that her uncle sold her mom's vintage convertible, a car full of Christmas memories, Ashley enlists the help of her uncle's attorney Duncan to get it back.",Marita Grabiak,"Tiya Sircar, Lara Amersey, Serena Arella, Jennifer Austin,",459,NA
The Christmas Clapback,NA,79,7.2,6.3,NA,Comedy,NA,NA,"Every year, three sisters battle one another for a chance to win the Christmas cook-off competition. However, when a vivacious social-media influencer enters the competition, the sisters must choose to rise together or fall divided.",Robin Givens,"Nadine Ellis, Porscha Coleman, Candace Maxwell, Kara Royster,",73,NA
Wish for Christmas,PG,96,4.9,3.9,NA,Drama,Family,NA,A high-school student makes a wish that her parents would lose their faith.,John K.D. Graham,"Joey Lawrence, Leigh-Allyn Baker, Anna Fricks, Bill Engvall,",962,NA
Baby in a Manger,G,80,5.2,2.4,NA,Drama,Romance,NA,"Christmas is about a miracle baby, but when CPS agent Alison and police officer Brock find a lost baby lying in a nativity scene, it'll take a miracle for them just to stop bickering. Can ...                See full summary »",Justin G. Dyck,"Monica Rodriguez Knox, Michael Morrone, Caylin Turner, Gene Abella,",286,NA
Nagykarácsony,NA,110,6.2,7.6,NA,Comedy,Romance,NA,A firefighter develops a fear of heights and has strange visions after his wedding proposal goes up in smoke.Will a teacher he meets later cure his vertigo and mend his broken heart?,Dániel Tiszeker,"András Ötvös, Emöke Zsigmond, Péter Scherer, Lia Pokorny,",1360,NA
We Wish You a Turtle Christmas,NA,25,2.2,6.2,NA,Short,Comedy,Musical,"On Christmas Eve the Turtles realize they've forgotten to get Splinter a gift. They hit the town to try to figure out what to get him, their kid fans join them and lots of singing, dancing and some rapping and shenanigans ensues.",Larry Osborne,"Eric Anzalone, Alfredo Miller, Florence Reymond, Ronn K. Smith,",444,NA
This Is Our Christmas,NA,79,3.3,5.5,NA,Family,NA,NA,"The Foxworth family decide to spend the Christmas holiday with their aunt Maggy, only to find her beloved bakery is under threat. It's up to the family to band together, save the bakery and pull off a Christmas miracle.",Christian Filippella,"Margaret O'Brien, Ronn Moss, Brandon Tyler Russell, Donna Spangler,",189,NA
The Christmas Consultant,TV-PG,88,5.1,8.4,NA,Comedy,NA,NA,A sought-after holiday consultant is hired by a workaholic mother to get her family through the holidays.,John Bradshaw,"David Hasselhoff, Caroline Rhea, Barclay Hope, Eliza Faria,",634,NA
The Christmas Doodle,NA,60,4.4,7.5,NA,Family,NA,NA,A Christmas story with a puppy.,Ashley Hays Wright,"Ashley Hays Wright, David Owen Wright, Scout Wright, Cadence Wright,",52,NA
An Accidental Christmas,TV-PG,90,4.5,2.5,NA,Comedy,Family,Romance,A couple separated for almost a year endure the machinations of their two children trying to effect a reconciliation.,Fred Olen Ray,"Cynthia Gibb, David Millbern, Jason Connery, Stuart Pankin,",609,NA
Christmas by Chance,NA,97,6.2,3.8,NA,Comedy,Romance,NA,The owner of a struggling gift shop is hired by a famous entrepreneur to organize a romantic marriage proposal for his socialite girlfriend.,Andrew Cymek,"Winny Clarke, Jacob Blair, Celine Tsai, Sharjil Rasool,",338,NA
Baking Spirits Bright,TV-PG,85,5.2,3.3,NA,Drama,Romance,NA,Mira Varma will do everything it takes to protect the core and heart of the family fruitcakes company she loves.,Aubrey Arnason,"Rekha Sharma, Dion Johnstone, Aadila Dosani, Praneet Akilla,",281,NA
A Sugar & Spice Holiday,TV-G,84,6.3,7.2,NA,Comedy,Drama,Romance,"A rising young architect, Suzy, returns to her hometown in Maine for Christmas and finds herself competing in the local gingerbread bake-off alongside an old high school classmate, Billy, while also trying to win a big promotion at work.",Jennifer Liao,"Jacky Lai, Tony Giroux, Lillian Lim, Tzi Ma,",565,NA
A Christmas for Mary,TV-G,90,5.8,1.6,NA,Drama,Romance,NA,"Up-and-coming journalist Lena Jones is tasked with delivering a story by Christmas that will wow her boss, magazine editor Vivian Vaye, who is dangling a promotion to head writer over ...                See full summary »",David DeCoteau,"Vivica A. Fox, Jackée Harry, Morgan Dixon, Leah Briese,",179,NA
The Dog Days of Christmas,NA,88,5.2,5.8,NA,Family,Romance,NA,"After finishing a mission, aid worker Annie Blake is going home to Vermont to spend the holidays with her family. When the local animal shelter closes, Annie steps in to save it with the help of the local vet and old school nemesis, Dylan.",Tori Garrett,"Georgia Flood, Ezekiel Simat, Anthony Phelan, Christine Amor,",310,NA
A Crafty Christmas Romance,TV-PG,84,5.5,7.3,NA,Romance,NA,NA,"Mandy Page, the owner of a used book store, loves Christmas.When she finds a touching letter to Santa stuffed between the pages of an old book recently donated, she decides it would be fun ...                See full summary »",Brian Brough,"Nicola Posener, Brad Johnson, Renny Grames, Wuta Beta,",585,NA
Baking Christmas,TV-PG,84,6.1,8.2,NA,Comedy,Drama,Romance,"When their mother decides to retire, her three children organize the Christmas Cake Off to choose which one of them will take over the family bakery.",Fred Olen Ray,"Khalilah Joi, Arnell Powell, Leigh-Ann Rose, Aloma Wright,",185,NA
A Law for Christmas,NA,NA,NA,4,NA,Romance,NA,NA,A young politician has to leave the city for her career and finds her vocation and true love in the countryside.,Simon Wesely,"Savannah Lathem, Chase Giacomo, Joshua Wesely, G. Michael Nicolosi,",NA,NA
One Christmas Wish,TV-PG,86,6.7,7.8,NA,Drama,Family,Musical,"Feeling alone during the holidays, a college student places an ad to find a family to spend time with her on Christmas.",James Head,"Amber Riley, Matreya Fedor, Priscilla Faia, Camille Sullivan,",566,NA
Christmas with the Karountzoses,NA,110,6.3,2.2,NA,Comedy,NA,NA,On Christmas Eve Michael Karountzos finds out he didn't get his anticipated promotion and must now deal with fourteen Greek relatives at his dinner table.,J.J. Englert,"Robert Krantz, Robert Krantz, Nicole Laino, Kee Broussard, Angelo Tsarouchas,",112,NA
Letters to Santa,NA,110,7.2,8,NA,Comedy,Romance,NA,A romantic comedy set on Christmas Eve in Warsaw and centered around a series of characters.,Mitja Okorn,"Maciej Stuhr, Roma Gasiorowska, Tomasz Karolak, Agnieszka Dygant,",4754,NA
Barbie: A Perfect Christmas,NA,74,5.4,2.3,NA,Animation,Family,Musical,"With big plans and Christmas just around the corner, Barbie and her sisters pack their suitcases to visit Aunt Millie; but, instead, they wind up in a snow-capped and super-festive little town. Is this going to be the best Christmas ever?",Mark Baldo,"Diana Kaarina, Jennifer Waris, Rachel Drance, Nevada Brandt,",1273,NA
His and Her Christmas,TV-PG,89,5.1,4.4,NA,Comedy,Drama,Romance,Tom Lane is the star columnist for the media conglomerate owned San Francisco Sun newspaper. The company is thinking about increasing Tom's exposure by producing a new television show ...                See full summary »,Farhad Mann,"Dina Meyer, David Sutcliffe, April Telek, Kyle Cassie,",719,NA
Puppy Star Christmas,PG,91,3.7,7.6,NA,Comedy,Family,Musical,"A song-filled new Air Bud 'Pup Star' movie that introduces four new pups to the family, who stow away on Santa's sleigh and find themselves trapped at the North Pole, trying to save the world's Christmas spirit.",Robert Vince,"Diedrich Bader, Oakley Bull, Tyreese Burnett, Chico,",293,NA
Cancel Christmas,TV-G,87,5.5,2.5,NA,Comedy,Family,Fantasy,Santa Claus discovers that children have become too greedy and must prove otherwise before his favorite holiday is canceled. His mission is to teach two incorrigible children the importance of charity.,John Bradshaw,"Judd Nelson, Justin Landry, Natalie Brown, John Fleming,",617,NA
The Littlest Light on the Christmas Tree,NA,44,3.5,3.1,NA,Animation,Short,Family,"Christmas is the time for love, peace and friendship. When Emmanuel, the money loving shop owner who doesn't see the real reason for Christmas throws out a faulty ligh and an angel. Timothy...                See full summary »",Anthony Gentile,"John Gentile, Katy Blake, Don Burroughs, Donna Daley, Jacob Harran,",154,NA
Beaus of Holly,NA,88,5.6,7,NA,Comedy,Romance,NA,"A woman proposes to her boyfriend who says he has to work things out with an ex before he can answer, leaving her to take a romantic sleigh ride alone with a sympathetic driver.",Anthony C. Ferrante,"Jennifer Freeman, Johnny Pacar, Michael Copon, Nikki Leigh,",283,NA
I'll Be Next Door for Christmas,TV-PG,100,5,7,NA,Comedy,Family,NA,"Chronically embarrassed by her family's over-the-top Christmas celebrations, a teenage girl hatches an elaborate plan to avoid her parents when her long-distance boyfriend plans a visit.",David Jay Willis,"Juliette Angelo, Kirrilee Berger, Regan Burns, Beth Littleford,",809,NA
The Christmas Challenge,NA,86,4.8,6.4,NA,Comedy,Romance,NA,"Podcast host Laura Ross and her longtime friend and producer Paul are challenged to re-examine their personal and professional relationships when a listener submits the daily ""Christmas ...                See full summary »",Hunter West,"Jennica Schwartzman, Zack Gold, Galadriel Stineman, Jessica Anderson,",47,NA
Operation Christmas List,TV-Y,88,4.5,6.8,NA,Comedy,Family,NA,Things don't go according to plan when a 12-year-old attempts to get his hands on a batch of the Christmas season's must-have toy.,Justin G. Dyck,"Colton Gobbo, Kyle Peacock, Jacob Soley, Julia Pulo,",98,NA
Stowaway,Approved,87,7.1,5.6,NA,Adventure,Family,Musical,A young girl lost in Shanghai is taken in by an American playboy and his girlfriend.,William A. Seiter,"Shirley Temple, Robert Young, Alice Faye, Eugene Pallette,",1448,NA
This Is Christmas,NA,128,3.9,3.3,NA,Drama,NA,NA,"Christmas is approaching, and best friends Harry, Jordan, Ben, and Dennis are at their annual get-together before the holidays. As they share stories of their past year, it is clear they all still have a lot of growing to do.",Joseph Rassulo,"A. Russell Andrews, Lynsey Bartilson, Scarlett Chorvat, Jsu Garcia,",27,NA
The Christmas Tree,NA,93,6.8,4,NA,Drama,Family,NA,"A story about a forming friendship between an elderly nun, Sister Anthony, and New York's Rockefeller Center's head gardener Richard Reilly, who wants to fell a tree she's been growing for ...                See full summary »",Sally Field,"Julie Harris, Trini Alvarado, Andrew McCarthy, Suzi Hofrichter,",440,NA
Christmas at the Riviera,NA,94,6,2.7,NA,Comedy,NA,NA,The assistant manager of a seaside hotel is left to run the building over the Christmas period.,Mark Bussell,"Justin Sbresni, Alexander Armstrong, Darren Boyd, Anna Chancellor, Warren Clarke,",227,NA
Perfect Strangers,NA,26,7.1,8.5,NA,Short,Comedy,Romance,Two strangers stuck in the Scottish Highlands on Christmas Eve team up to get home in time for Christmas.,Ryan Hendrick,"Kenny Boyle, Clare Sheerin, David Newman, Nicki MacDonald,",28,NA
The Horses of McBride,NA,89,6.4,5.9,NA,Drama,Family,NA,"When Nicki discovers two horses stranded deep in the Rocky Mountain snow, she is determined to find a way to set them free.",Anne Wheeler,"Aidan Quinn, MacKenzie Porter, Kari Matchett, Edward Ruttle,",375,NA
12 Dates of Christmas,NA,NA,NA,4.5,NA,Comedy,NA,NA,"A woman longing to rediscover the wonder of Christmas meets a man with the key -- actually, 12 of them -- to unlocking the magic. Inspired by ""The 12 Days of Christmas"", a successful, ...                See full summary »",Paul A. Kaufman,NA,NA,NA
Royal Family Christmas,NA,NA,6.6,4.9,NA,Comedy,NA,NA,"A group of grown siblings decide to gather the whole family together for Christmas, but their plan backfires when they learn their parents have split.",Lance Kawas,"Javon Anderson, Tichina Arnold, Ele Bardha, Lulu Dahl,",84,NA
The Key to Christmas,NA,80,5.4,8.8,NA,Family,NA,NA,"When a disgruntled elf takes over the North Pole, she turns time backwards and Santa Claus begins getting younger fast. It's up to a loyal elf, a little girl with a magic key, and the now-teenage Santa to save the future of Christmas.",Jason Mills,"Scott Osborne, Camryn Macdonald, Sadie Silcock, Liam Tait,",121,NA
The Original Christmas Classics,NA,NA,8.4,2.5,NA,Animation,Family,NA,Includes the original stories of Rudolph the Red-Nosed Reindeer / Santa Claus Is Comin' to Town / Frosty the Snowman / Frosty Returns / Mr. Magoo's Christmas Carol / Little Drummer Boy / Cricket on the Hearth.,NA,NA,47,NA
Four Daughters,Approved,90,6.9,5.9,NA,Drama,Music,Romance,"A musician is blessed with four musical prodigies, all girls, and cursed when a troubled young composer enters the lives of his Four Daughters.",Michael Curtiz,"Claude Rains, John Garfield, Jeffrey Lynn, Frank McHugh,",2147,NA
Discarding Santa,NA,85,4.7,5.3,NA,Adventure,Comedy,Family,"""In 2010, the city of Leitchfield, Kentucky decided to outlaw any and all references to Santa Claus for Christmas, in an attempt to de-commercialize the holiday. The events that happened ...                See full summary »",Bob Maze,"Spencer Kingsley, Jeff Armstrong, Lewis Wright, Kathlene Ashcraft,",43,NA
Off Season,TV-G,94,5.6,6.1,NA,Comedy,Drama,Family,"After the death of his parents, 10-year-old, Jackson Mayhew (Culkin), moves in with his Aunt. But when he befriends an elderly man (Cronyn), he begins to suspect that the old man is actually Santa Claus.",Bruce Davison,"Sherilyn Fenn, Hume Cronyn, Bruce Davison, Tom McBeath,",373,NA
An Unremarkable Christmas,TV-14,82,3.3,1.4,NA,Comedy,Drama,NA,"Before the events of S1, Juanquini, El Ñato and Captain González shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El Dañado, could be the one who makes their dreams come true.",Juan Camilo Pinzón,"Luis Eduardo Arango, Julián Cerati, Aura Cristina Geithner, Mariana Gómez,",160,NA
Christmas Proposal,NA,96,4.2,8.2,NA,Comedy,Romance,NA,"When work moves Jason across the world, he can only bring his love, Carla, if they are married by Christmas.",Nakia T Hamilton,"Joshua T. Shipman, Lily Nicole, David Perez, Denine Rochelle,",91,NA
The Three Dogateers,TV-Y,88,2.9,8.7,NA,Family,NA,NA,"When a couple of burglars make off with their family's presents and decorations, the Three Dogateers set off on a journey to sniff out the bad guys and save Christmas!",Jesse Baget,"Dean Cain, Richard Riehle, Bill Oberst Jr., Danielle Judovits,",321,NA
Christmas at the Mistletoe Inn,NA,NA,NA,5.8,NA,Family,NA,NA,"Willow Bends, a disillusioned movie location scout, has lost her Christmas spirit. With a little Christmas magic, she finds herself starring in her own real-life Christmas movie with the perfect leading man in a cozy mountain town.",Lexi Giovagnoli,NA,NA,NA
The Christmas High Note,TV-G,85,5.2,6.8,NA,Romance,NA,NA,A woman develops feelings for a single father while helping his teenage daughter prepare to sing in a Christmas Eve pageant.,Brian Skiba,"Jamie Luner, Johnny Messner, Kassandra Clementi, William McNamara,",285,NA
Christmas in Compton,PG-13,93,4.6,8.6,NA,Comedy,NA,NA,"Big Earl, the owner of a Christmas tree lot in Compton, California runs into some trouble when his son Derrick crosses the line to prove to his father that he is a success.",David Raynr,"Keith David, Omar Gooding, Sheryl Lee Ralph, Miguel A. Núñez Jr.,",321,NA
Kirk Franklin's A Gospel Christmas,TV-G,87,6.5,6.9,NA,Drama,Musical,Romance,"Olivia, a young assistant pastor, deals with the transition to be lead pastor at a new church a month before Christmas, and finds a little romance along the way.",Erica C. Sutherlin,"Demetria McKinney, Chaz Lamar Shepherd, Angela Birchett, Kendra C. Johnson,",317,NA
A Bulldog for Christmas,TV-G,83,3.8,2.5,NA,Comedy,Drama,Family,On Christmas Vacation a cynical college student is magically transformed into a bulldog until she learns the meaning of her family and the Christmas spirit.,Henrique Couto,"Marylee Osborne, Henrique Couto, Erin R. Ryan, Amy Taint,",112,NA
10 Horas para o Natal,NA,90,5.5,5.9,NA,Comedy,Family,NA,"With divorced parents, Julia, Miguel and Bia got used to spending Christmas with an incomplete family. After an unplanned task, they decide to surprise their parents with a Christmas dinner - and thus, bring them closer together.",Cris D'Amato,"Giulia Benite, Renata Bras, Juliet Donenfeld, Terrence Little Gardenhigh,",149,NA
A New Christmas,NA,79,5.3,6.1,NA,Drama,NA,NA,"Kabir is a lonely medical student in New York, estranged from his wife and grieving the loss of his mother. When he meets Kioni, a charming film student from Kenya, she persuades him to ...                See full summary »",Daniel Tenenbaum,"Prashantt Guptha, Grace Wacuka, Preeti Gupta, Carl Garrison,",360,NA
Christmas on the Carousel,NA,71,4.5,4.7,NA,Comedy,Drama,Family,Four lifelong friends convene over winter break for their last Christmas at home together.,Erik Bloomquist,"Erik Bloomquist, Madeleine Dauer, Taylor Turner, Rachel Oremland,",147,NA
Christmas with the Prince,NA,81,4.6,7.1,NA,Adventure,Romance,NA,A turn of events finds a fashion designer spending her Christmas with a prince.,Louisa Warren,"Cleopatra Wood, Horaios Aidoo, Darcy Baker, Richard Bobb-Semple,",12,NA
Christmas with the Dead,NA,88,6.1,8.7,NA,Horror,NA,NA,"In his quest to fulfill a promise made to his wife, Calvin sets out to right his wrongs and make it the best Christmas ever. If only it weren't June, and the majority of the population, ...                See full summary »",T.L. Lankford,"Damian Maffei, Brad Maule, Chet Williamson, Clyde Williams,",91,NA
